No.;Stock Code VDC;Stock Code VDC Claim;Picture;Item Description;Mnemonic;Part Number;Type of Item;Supplier;Suupplier Address;UOI; Price Damage Core ; Price Product  Genuine ; Price Total ;Time Guarantee;Claim Methode;JENIS SC
344;1168814;;;COMBINATION WRENCHES 5/8 INCH;HEYCO;HY-00400632782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
345;1168822;;;COMBINATION WRENCHES 11/16 INCH;HEYCO;HY-00400632982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
346;1168830;;;COMBINATION WRENCHES ?  INCH;HEYCO;HY-00400633182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
347;1168855;;;COMBINATION WRENCHES 13/16 INCH;HEYCO;HY-00400633382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
348;1168863;;;COMBINATION WRENCHES 7/8 INCH;HEYCO;HY-00400633482;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
349;1167311;;;COMBINATION WRENCHES 9 MM;HEYCO;HY-00400009082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
350;1167329;;;COMBINATION WRENCHES 10 MM;HEYCO;HY-00400010082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
351;1167337;;;COMBINATION WRENCHES 11 MM;HEYCO;HY-00400011082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
352;1167345;;;COMBINATION WRENCHES 12 MM;HEYCO;HY-00400012082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
353;1167352;;;COMBINATION WRENCHES 13 MM;HEYCO;HY-00400013082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
354;1167360;;;COMBINATION WRENCHES 14 MM;HEYCO;HY-00400014082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
355;1167378;;;COMBINATION WRENCHES 15 MM;HEYCO;HY-00400015082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
356;1167386;;;COMBINATION WRENCHES 16 MM;HEYCO;HY-00400016082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
357;1167394;;;COMBINATION WRENCHES 17 MM;HEYCO;HY-00400017082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
358;1168871;;;COMBINATION WRENCHES 15/16 INCH;HEYCO;HY-00400633582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
359;1168889;;;COMBINATION WRENCHES 1.1/16 INCH;HEYCO;HY-00400633882;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
360;1168897;;;COMBINATION WRENCHES 1.1/8 INCH;HEYCO;HY-00400633982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
361;1168905;;;COMBINATION WRENCHES 1.1/4 INCH;HEYCO;HY-00400634182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
362;1168954;;;HALF MOON 9/16INCH X 5/8INCH;HEYCO;430662282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
363;1168962;;;HALF MOON 3/4INCH X 7/8INCH;HEYCO;430663782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
364;1167402;;;COMBINATION WRENCHES 19 MM;HEYCO;HY-00400019082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
365;1167410;;;COMBINATION WRENCHES 22 MM;HEYCO;HY-00400022082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
366;1167428;;;COMBINATION WRENCHES 24 MM;HEYCO;HY-00400024082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
367;1167436;;;COMBINATION WRENCHES 1 INCH;HEYCO;HY-00400633782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
368;1167444;;;COMBINATION WRENCHES 27 MM;HEYCO;HY-00400027082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
369;1167451;;;COMBINATION WRENCHES 30 MM;HEYCO;HY-00400030082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
370;1167469;;;COMBINATION WRENCHES 32 MM;HEYCO;HY-00400032082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
371;1167477;;;HALF MOON 14X17MM;HEYCO;HY-00430141782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
372;1167485;;;HALF MOON 19X22MM;HEYCO;HY-00430192282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
373;1168970;;;SOCKET 1/2 INCH;HEYCO;50031983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
374;1168988;;;SOCKET 1/2INCH;HEYCO;HY-00050032183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
375;1168996;;;SOCKET 1/2INCH;HEYCO;HY-00050032383;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
376;1169002;;;SOCKET 1/2INCH;HEYCO;HY-00050032583;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
377;1169010;;;SOCKET 1/2INCH;HEYCO;HY-00050032683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
378;1169028;;;SOCKET 1/2INCH;HEYCO;HY-00050032783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
379;1169036;;;SOCKET 1/2INCH;HEYCO;HY-00050033183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
380;1169044;;;SOCKET 1/2INCH;HEYCO;HY-00050032983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
381;1169051;;;SOCKET 1/2INCH;HEYCO;HY-00050033383;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
382;1169069;;;SOCKET 1/2INCH;HEYCO;HY-00050033483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
383;1167501;;;FLARE NUT 17X19MM;HEYCO;HY-00497171980;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
384;1167519;;;SOCKET 1/2INCH  X 10MM;HEYCO;HY-00050001083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
385;1167527;;;SOCKET 1/2INCH X 11MM;HEYCO;HY-00050001183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
386;1167568;;;SOCKET 1/2INCH X 12MM;HEYCO;HY-00050001283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
387;1167576;;;SOCKET 1/2INCH X 13MM;HEYCO;HY-00050001383;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
388;1167584;;;SOCKET 1/2INCH X 14MM;HEYCO;HY-00050001483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
389;1169077;;;SOCKET 1/2INCH;HEYCO;HY-00050033583;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
390;1169085;;;SOCKET 1/2INCH;HEYCO;HY-00050033783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
391;1169093;;;SOCKET 1/2INCH;HEYCO;HY-00050033883;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
392;1169101;;;SOCKET 1/2INCH;HEYCO;HY-00050033983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
393;1169119;;;SOCKET 1/2INCH;HEYCO;HY-00050034183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
394;1169127;;;SOCKET 3/4INCH;HEYCO;HY-00100033580;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
395;1169143;;;SOCKET 3/4INCH;HEYCO;HY-00100033880;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
396;1169150;;;SOCKET 3/4INCH;HEYCO;HY-00100033980;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
397;1169168;;;SOCKET 3/4INCH;HEYCO;HY-00100034180;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
398;1169176;;;WIRE BRUSH 130X130MM;HEYCO;HY-01755000300;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
399;1167592;;;SOCKET 1/2INCH X 15MM;HEYCO;HY-00050001583;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
400;1167600;;;SOCKET 1/2INCH X 16MM;HEYCO;HY-00050001683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
401;1167618;;;SOCKET 1/2INCH X 17MM;HEYCO;HY-00050001783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
402;1167626;;;SOCKET 1/2INCH X 18MM;HEYCO;50001883;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
403;1167634;;;SOCKET 1/2INCH X 19MM;HEYCO;HY-00050001983;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
404;1167642;;;SOCKET 1/2INCH X 22MM;HEYCO;HY-00050002283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
405;1167659;;;SOCKET 1/2INCH X 24MM;HEYCO;HY-00050002483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
406;1167667;;;SOCKET 1/2INCH X 27MM;HEYCO;HY-0005000278;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
407;1167675;;;SOCKET 1/2INCH X 30MM;HEYCO;HY-00050003083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
408;1167683;;;SOCKET 1/2INCH X 32MM;HEYCO;HY-00050003283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
409;1169184;;;FEELER GAUGE 0.05-1.0MM;HEYCO;HY-01814000240;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
410;1169259;;;SOCKET 3/4INCH;HEYCO;HY-00100034380;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
411;1169267;;;SOCKET 3/4INCH;HEYCO;HY-00100034580;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
412;1169275;;;CONVERTER 1/2INCH-3/4INCH;HEYCO;HY-00050150083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
413;1169283;;;PLIER, CIRCLIP STRAIGHT EXT 175MM;HEYCO;HY-01250017513;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
414;1167691;;;SOCKET 3/4INCH X 24MM;HEYCO;HY-00100002480;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
415;1167709;;;SOCKET 3/4INCH X 27MM;HEYCO;HY-00100002780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
416;1167717;;;SOCKET 3/4INCH X 1 INCH;HEYCO;HY-00100033780;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
417;1167725;;;SOCKET 3/4INCH X 30MM;HEYCO;HY-00100003080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
418;1167733;;;SOCKET 3/4INCH X 32MM;HEYCO;HY-00100003280;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
419;1167741;;;"SOCKET 3/4""INCH X 36MM";HEYCO;HY-00100003680;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
420;1167758;;;SOCKET 3/4INCH X 41MM;HEYCO;HY-00100004180;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
421;1167766;;;SLIDING T-HANDLE 1/2INCH;HEYCO;HY-00050030083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
422;1167774;;;REVERSIBLE RACHET 1/2INCH;HEYCO;HY-00050010083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
423;1167782;;;EXTENTION BAR 1/2X125MM;HEYCO;HY-00050040083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
424;1169291;;;PLIER, CIRCLIP ANGLE EXT 165MM;HEYCO;HY-01252016513;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
425;1169309;;;"HEX. HEAD WRENCH SETS 1/16""-1/2""";HEYCO;HY-01340737030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
426;1169317;;;ALLEN KEY 9/16INCH;HEYCO;HY-01340632530;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
427;1169325;;;SCREWDRIVER (+) 80MM;HEYCO;HY-01411001080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
428;1169333;;;SCREWDRIVER(+) 200MM;HEYCO;HY-01411004080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
429;1169341;;;SCREWDRIVER ( - ) 100MM;HEYCO;HY-01430010080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
430;1169358;;;SCREWDRIVER ( - ) 250MM;HEYCO;1430025080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
431;1169366;;;SCREWDRIVER ( - ) 300MM;HEYCO;HY-01430030080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
432;1169374;;;HAMMER, HAND;HEYCO;MY-2102-1004-1STF(RB);;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
433;1169390;;;CHISEL PUNCH SET 6PCS;HEYCO;HY-01550000021;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
434;1251198;;;COMBINATION WRENCHES 18 MM;HEYCO;HY-00400018082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
435;1251206;;;COMBINATION WRENCHES 21 MM;HEYCO;HY-00400021082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
436;1251214;;;SOCKET WRENCH;HEYCO;50002183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
437;1251222;;;PAD LOCK 40 MM;HEYCO;MY-PDC40MM;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
438;1393636;;;TOOL BOX ASSY;HEYCO;01000010020-113;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;ASSY;;;;1;CWP;GENUINE
439;1451707;;;OPEN END 19X22;HEYCO;HY-00350192282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
440;1451715;;;DOUBLE ENDED RING WRENCHES 19x22;HEYCO;HY-00475192282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
441;1462191;;;STUBBY SCREWDRIVER;HEYCO;1445004080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
442;1462209;;;SCREWDRIVER ( - ) 100MM  HEYCO;HEYCO;1437010080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
443;1620616;;;COMBINATION WRENCHES 36 MM;HEYCO;HY-00400036082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
444;1620632;;;COMBINATION WRENCHES 41 MM;HEYCO;HY-00400041082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
445;1620681;;;Open End Wrench Heavy Duty 75mm;HEYCO;HY-00894075036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
446;1620707;;;Open End Wrench Heavy Duty 60mm;HEYCO;HY-00894060036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
447;1620715;;;Open End Wrench Heavy Duty 46mm;HEYCO;HY-00894046036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
448;1620723;;;"Socket 1"" 24mm";HEYCO;HY-06600002436;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
449;1620731;;;"SOCKET 1"" 27MM";HEYCO;HY-06600002736;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
450;1620749;;;"Socket 1"" 30mm";HEYCO;HY-06600003036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
451;1620756;;;"Socket 1"" 32mm";HEYCO;HY-06600003236;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
452;1620764;;;"SOCKET 1"" 36MM";HEYCO;HY-06600003636;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
453;1620772;;;"Socket 1"" 38mm";HEYCO;HY-06600003836;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
454;1620780;;;"SOCKET 1"" 41MM";HEYCO;HY-06600004136;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
455;1620798;;;"Socket 1"" 46mm";HEYCO;HY-06600004636;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
456;1620806;;;"Socket 1"" 50mm";HEYCO;HY-06600005036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
457;1620814;;;"Socket 1"" 55mm";HEYCO;HY-06600005536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
458;1620822;;;"Socket 3/4"" 30mm";HEYCO;HY-06500003036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
459;1620871;;;COMBINATION WRENCHES 38 MM;HEYCO;HY-00400038082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
460;1600469;;;DRIVER SOCKET;HEYCO;50500083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
461;1600600;;;DOUBLE ENDED OPEN;HEYCO;HY-00895364136;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
462;1600618;;;COMBINATION WRENCHES 46 MM;HEYCO;HY-00400046082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
463;1524602;;;"SLIDING T HANDLE 1""";HEYCO;HY-00105030080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
464;1526318;;;SNIPE NOSE PLIER, STRAIGHT TYPE CPI;HEYCO;1208016086;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
465;1685189;;;MAGNETIC PICK UP TOOL;HEYCO;HY-01494000283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
466;1685221;;;SINGLE ENDED RING SPANNER;HEYCO;HY-00808002420;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
467;1685254;;;COMBINATION WRENCHES;HEYCO;HY-00400007082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
468;1697564;;;NYLON HAMMERS;HEYCO;HY-01530005000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
469;1697572;;;ALLEN KEY 2-12MM;HEYCO;YH-01340727030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
470;1692896;;;SOCKET 3/4 INCH X 22 MM;HEYCO;HY-00100002280;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
471;1724137;;;CATRIDGE WRENCH;HEYCO;GM-PLOF180M;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
472;1724145;;;ALLEN KEY SET;HEYCO;HF-HXKYO214MS;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
473;1724178;;;CRIMPING TOOL;HEYCO;LA-8272/002733;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
474;1624501;;;COMBINATION WRENCH UKURAN 36mm;HEYCO;HY-00410036083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
475;1624519;;;DOUBLE ENDED OPEN JAW WRENCH 36 X 41mm;HEYCO;HY-00350364182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
476;1624527;;;DOUBLE ENDED OPEN JAW WRENCH 50 X 55mm;HEYCO;HY-00895505536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
477;1624543;;;HEXAGON HEAD WRENCH, LONG SERIES 5mm;HEYCO;HY-01341005030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
478;1624550;;;HEXAGON HEAD WRENCH, LONG SERIES 6mm;HEYCO;HY-01341006030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
479;1628080;;;SOCKET;HEYCO;6600003336;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
480;1780089;;;ALLEN KEY 19;HEYCO;HY-01341019030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
481;1780097;;;CAR LIGHT TESTER;HEYCO;HY-01419000045;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
482;1780105;;;"SOCKET ADAPTER 3/4"" 10 1/2""";HEYCO;HY-00100140080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
483;1780113;;;TORQUE WRENCH SET 4 N 20 KG;HEYCO;HY-00795200080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
484;1768001;;;SINGLE END RING WRENCH;HEYCO;HY-00840003080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
485;1768019;;;TUBULAR HANDLES;HEYCO;HY-00845000060;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
486;1779461;;;"REVERSIBLE RATCHET  3/4""";HEYCO;HY-00100000680;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
487;1779479;;;PLIER CUTTING;HEYCO;HY-01212016087;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
488;1779487;;;SCREWDRIVER (-);HEYCO;HY-01430012580;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
489;1796903;;;SOCKET WRENCH INCH;HEYCO;50070683;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
490;1796911;;;ALLEN KEY (SOCKET) SIZE : 5 MM;HEYCO;HY-00050310283;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
491;1796929;;;ALLEN KEY (SOCKET) SIZE : 6 MM;HEYCO;HY-00050310383;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
492;1796945;;;ALLEN KEY SOCKET SIZE : 8 MM;HEYCO;HY-00050310483;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
493;1796994;;;ALLEN KEY SIZE : 5 MM;HEYCO;HY-01340005030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
494;1797000;;;ALLEN KEY SIZE : 22 MM;HEYCO;HY-01340022030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
495;1828854;;;"SOCKET 3/4""  24MM";HEYCO;HY-06500002436;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
496;1828888;;;"SOCKET 3/4"" 27MM";HEYCO;HY-06500002736;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
497;1828896;;;"SOCKET 3/4"" 32MM";HEYCO;HY-06500003236;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
498;1828904;;;EXTENSION BAR FOR IMPACT SOCKET;HEYCO;HY-06501001336;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
499;1828912;;;ADAPTER FOR IMPACT SOCKET;HEYCO;HY-06601002036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
500;1829340;;;"SOCKET 3/4"" 19MM";HEYCO;HY-06500191936;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
