No.;Stock Code VDC;Stock Code VDC Claim;Picture;Item Description;Mnemonic;Part Number;Type of Item;Supplier;Suupplier Address;UOI; Price Damage Core ; Price Product  Genuine ; Price Total ;Time Guarantee;Claim Methode;JENIS SC
1;2229797;262816;;16 PCS POWER LED 12V-24V AMBER,;NIGHTBRK;355245A;LED;ASIAREP, PT;JAKARTA;EACH;Rp1.291.580,00;Rp1.291.580,00;Rp1.291.580,00;1;CWP;GENUINE
2;1859297;2000081;;LED LAMP;ALLMAKES;MIL-RXP 2060;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.436.095,00;Rp9.436.095,00;Rp9.436.095,00;4;CWP;GENUINE
3;1637537;1966266;;LED LAMP;ALLMAKES;AM-PL4X4FA;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;4;CWP;GENUINE
4;1527829;1969336;;LED LOADING LAMP, CLEAR/FLOOD;ABL;A500F-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;GENUINE
5;1774835;1969351;;LED LOADING LAMP, FLOOD;ABL;LED3000-500-MVF;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp4.011.480,00;Rp4.011.480,00;Rp4.011.480,00;3;CWP;GENUINE
6;1527811;1967926;;LED LOADING LAMP, FOG/YELLOW;ABL;A500FOG-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;GENUINE
7;2013498;2041200;;"LED WORK LAMP; 8 LED LAMP, FLUX 1200 LUMEN, 16W,, FLOOD";ABL;C700LED1200-F;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp1.337.160,00;Rp1.337.160,00;Rp1.337.160,00;3;CWP;GENUINE
8;1393552;233274;;LED REAR COMBINATION LAMP LH;ALLMAKES;AM-AE04-498LH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.804.406,00;Rp1.804.406,00;Rp1.804.406,00;1;CWP;GENUINE
9;1913581;2061166;;LED STROBE LAMP AMBER;ALLMAKES;AM-PL4223-AH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;GENUINE
10;1469667;2011955;;LED STROBE LAMP BLUE;ALLMAKES;AM-PL4223-BH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;GENUINE
11;1096809;2207645;;LED STROBE LIGHT BLUE;ECCO;7980B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.245.990,00;Rp1.245.990,00;Rp1.245.990,00;2;CWP;GENUINE
12;1427574;241806;;LED STROBE LIGHTS;PRIMER;PL4224-BH;LED;INDOPRIMA MANDIRI UTAMA, CV;TANGERANG, BANTEN;EACH;Rp1.139.478,00;Rp1.139.478,00;Rp1.139.478,00;4;CWP;GENUINE
13;1389592;262815;;LED WORK LAMP WHITE COLO;UTPRT;99-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;;CWP;GENUINE
14;1642693;259449;;LED WORK LAMP;ALLMAKES;AM-PL9833;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp5.405.317,00;Rp5.405.317,00;Rp5.405.317,00;4;CWP;GENUINE
15;1841634;262819;;LED WORK LAMP 8000 LUMENS;ALLMAKES;AM-TP231-WF;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp8.778.152,00;Rp8.778.152,00;Rp8.778.152,00;;CWP;GENUINE
16;2212181;2276418;;LED WORK LAMP;ALLMAKES;AM-PL9850;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.671.450,00;Rp1.671.450,00;Rp1.671.450,00;4;CWP;GENUINE
17;254722;2059780;;LIGHT, WARNING BLUE COLOUR;ECCO;6570B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;GENUINE
18;254706;2059764;;LIGHT, WARNING YELLOW COLOUR;ECCO;6570A;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;GENUINE
19;507103;254914;;BACK UP ALARM 12 - 36V;ECCO;630;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp349.490,00;Rp349.490,00;Rp349.490,00;1;CWP;GENUINE
20;639617;262823;;BACK UP ALARM  12 TO 24 V DC;ECCO;5596311;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp277.310,00;Rp277.310,00;Rp277.310,00;1;CWP;GENUINE
21;1928126;2296564;;BATTERY DRY 70AH;ALLMAKES;AM-MFN70;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.369.070,00;Rp1.369.070,00;Rp1.369.070,00;;CWP;GENUINE
22;2211852;2212462;;BATTERY DRY N170;ALLMAKES;AM-MFN670-18-HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.463.700,00;Rp3.463.700,00;Rp3.463.700,00;;CWP;GENUINE
23;1537323;231715;;BATTERY MF 100AH;ALLMAKES;AM-MFN100;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.495.492,00;Rp1.495.492,00;Rp1.495.492,00;;CWP;GENUINE
24;1979897;2036408;;BATTERY MF 200 ALLMAKES;ALLMAKES;AM-MFN200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.621.120,00;Rp3.621.120,00;Rp3.621.120,00;2;CWP;GENUINE
25;1523109;2062222;;BATTERY N150;ALLMAKES;AM-MFN150;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.746.800,00;Rp2.746.800,00;Rp2.746.800,00;;CWP;GENUINE
26;1781038;1969385;;BATTERY, STORAGE HD 200;ALLMAKES;AM-N200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.860.932,00;Rp1.860.932,00;Rp1.860.932,00;;CWP;GENUINE
27;1793439;2002715;;BATTERY, STORAGE N150;ALLMAKES;AM-N150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.459.328,00;Rp1.459.328,00;Rp1.459.328,00;;CWP;GENUINE
28;1793421;2002707;;BATTERY, STORAGE 12V, 100A, 17PCS/CELL;ALLMAKES;AM-N100HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp900.912,00;Rp900.912,00;Rp900.912,00;;CWP;GENUINE
29;1815059;2155778;;BATTERY, STORAGE HEAVY DUTY N12;ALLMAKES;AM-N120HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.116.833,00;Rp1.116.833,00;Rp1.116.833,00;;CWP;GENUINE
30;1793413;2002699;;BATTERY, STORAGE N70, 12V, 70A, 13PCS/CE;ALLMAKES;AM-N70HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp673.594,00;Rp673.594,00;Rp673.594,00;;CWP;GENUINE
31;1067875;2041812;;"DIAPRAGHM PUMP 2""";GRACO;DF3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.917.015,00;Rp18.917.015,00;Rp18.917.015,00;;CWP;GENUINE
32;1067867;2002616;;"DIAPRAGM PUMP 1-1/2""";GRACO;DB3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.138.948,00;Rp14.138.948,00;Rp14.138.948,00;;CWP;GENUINE
33;1067842;231721;;"DIAPRAGM PUMP 1040, 1"" OIL TRANSFER";GRACO;647016;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp12.401.703,00;Rp12.401.703,00;Rp12.401.703,00;;CWP;GENUINE
34;1987700;231717;;DIAPRAGMA PUMP;ALLMAKES;D51277;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp10.992.823,00;Rp10.992.823,00;Rp10.992.823,00;;CWP;GENUINE
35;1067784;2041796;;FIRE BALL PUMP 50:1 (425);GRACO;205395;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp38.154.949,00;Rp38.154.949,00;Rp38.154.949,00;;CWP;GENUINE
36;1067776;233403;;FIRE BALL PUMP 50:1 (325);GRACO;239888;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.256.253,00;Rp14.256.253,00;Rp14.256.253,00;;CWP;GENUINE
37;1374065;2002624;;GREASE PUMP;GRACO;247450;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp45.627.090,00;Rp45.627.090,00;Rp45.627.090,00;;CWP;GENUINE
38;1522325;231719;;GREASE PUMP;GRACO;247443;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp45.221.840,00;Rp45.221.840,00;Rp45.221.840,00;;CWP;GENUINE
39;1305275;233404;;GREASE PUMP;GRACO;247457;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp67.200.951,00;Rp67.200.951,00;Rp67.200.951,00;;CWP;GENUINE
40;262733;259449;;"LED WORK LAMP; LED WORK LAMP";ALLMAKES;37-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp968.073,00;Rp968.073,00;Rp968.073,00;;CWP;GENUINE
41;262824;262816;;16 PCS POWER LED 12V-24V AMBER,;NIGHTBRK;355245A;LED;ASIAREP, PT;JAKARTA;EACH;Rp1.291.580,00;Rp1.291.580,00;Rp1.291.580,00;1;CWP;PN -D
42;2002590;2000081;;LED LAMP;ALLMAKES;MIL-RXP 2060;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.436.095,00;Rp9.436.095,00;Rp9.436.095,00;4;CWP;PN -D
43;1934207;1966266;;LED LAMP;ALLMAKES;AM-PL4X4FA;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;4;CWP;PN -D
44;2002491;1969336;;LED LOADING LAMP, CLEAR/FLOOD;ABL;A500F-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;PN -D
45;2002566;1969351;;LED LOADING LAMP, FLOOD;ABL;LED3000-500-MVF;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp4.011.480,00;Rp4.011.480,00;Rp4.011.480,00;3;CWP;PN -D
46;2002483;1967926;;LED LOADING LAMP, FOG/YELLOW;ABL;A500FOG-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;PN -D
47;2041218;2041200;;"LED WORK LAMP; 8 LED LAMP, FLUX 1200 LUMEN, 16W,, FLOOD";ABL;C700LED1200-F;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp1.337.160,00;Rp1.337.160,00;Rp1.337.160,00;3;CWP;PN -D
48;233305;233274;;LED REAR COMBINATION LAMP LH;ALLMAKES;AM-AE04-498LH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.804.406,00;Rp1.804.406,00;Rp1.804.406,00;1;CWP;PN -D
49;2133189;2061166;;LED STROBE LAMP AMBER;ALLMAKES;AM-PL4223-AH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;PN -D
50;2133197;2011955;;LED STROBE LAMP BLUE;ALLMAKES;AM-PL4223-BH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;PN -D
51;2207660;2207645;;LED STROBE LIGHT BLUE;ECCO;7980B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.245.990,00;Rp1.245.990,00;Rp1.245.990,00;2;CWP;PN -D
52;1957646;241806;;LED STROBE LIGHTS;PRIMER;PL4224-BH;LED;INDOPRIMA MANDIRI UTAMA, CV;TANGERANG, BANTEN;EACH;Rp1.139.478,00;Rp1.139.478,00;Rp1.139.478,00;4;CWP;PN -D
53;262817;262815;;LED WORK LAMP WHITE COLO;UTPRT;99-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;;CWP;PN -D
54;1934215;259449;;LED WORK LAMP;ALLMAKES;AM-PL9833;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp5.405.317,00;Rp5.405.317,00;Rp5.405.317,00;4;CWP;PN -D
55;262818;262819;;LED WORK LAMP 8000 LUMENS;ALLMAKES;AM-TP231-WF;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp8.778.152,00;Rp8.778.152,00;Rp8.778.152,00;;CWP;PN -D
56;2276434;2276418;;LED WORK LAMP;ALLMAKES;AM-PL9850;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.671.450,00;Rp1.671.450,00;Rp1.671.450,00;4;CWP;PN -D
57;2043818;2059780;;LIGHT, WARNING BLUE COLOUR;ECCO;6570B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;PN -D
58;2059756;2059764;;LIGHT, WARNING YELLOW COLOUR;ECCO;6570A;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;PN -D
59;254911;254914;;BACK UP ALARM 12 - 36V;ECCO;630;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp349.490,00;Rp349.490,00;Rp349.490,00;1;CWP;PN -D
60;262812;262823;;BACK UP ALARM  12 TO 24 V DC;ECCO;5596311;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp277.310,00;Rp277.310,00;Rp277.310,00;1;CWP;PN -D
61;231714;2296564;;BATTERY DRY 70AH;ALLMAKES;AM-MFN70;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.369.070,00;Rp1.369.070,00;Rp1.369.070,00;;CWP;PN -D
62;2212470;2212462;;BATTERY DRY N170;ALLMAKES;AM-MFN670-18-HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.463.700,00;Rp3.463.700,00;Rp3.463.700,00;;CWP;PN -D
63;231716;231715;;BATTERY MF 100AH;ALLMAKES;AM-MFN100;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.495.492,00;Rp1.495.492,00;Rp1.495.492,00;;CWP;PN -D
64;2055077;2036408;;BATTERY MF 200 ALLMAKES;ALLMAKES;AM-MFN200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.621.120,00;Rp3.621.120,00;Rp3.621.120,00;2;CWP;PN -D
65;2062214;2062222;;BATTERY N150;ALLMAKES;AM-MFN150;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.746.800,00;Rp2.746.800,00;Rp2.746.800,00;;CWP;PN -D
66;1955970;1969385;;BATTERY, STORAGE HD 200;ALLMAKES;AM-N200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.860.932,00;Rp1.860.932,00;Rp1.860.932,00;;CWP;PN -D
67;1956150;2002715;;BATTERY, STORAGE N150;ALLMAKES;AM-N150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.459.328,00;Rp1.459.328,00;Rp1.459.328,00;;CWP;PN -D
68;1956085;2002707;;BATTERY, STORAGE 12V, 100A, 17PCS/CELL;ALLMAKES;AM-N100HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp900.912,00;Rp900.912,00;Rp900.912,00;;CWP;PN -D
69;233385;2155778;;BATTERY, STORAGE HEAVY DUTY N12;ALLMAKES;AM-N120HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.116.833,00;Rp1.116.833,00;Rp1.116.833,00;;CWP;PN -D
70;1956002;2002699;;BATTERY, STORAGE N70, 12V, 70A, 13PCS/CE;ALLMAKES;AM-N70HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp673.594,00;Rp673.594,00;Rp673.594,00;;CWP;PN -D
71;2041804;2041812;;"DIAPRAGHM PUMP 2""";GRACO;DF3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp18.917.015,00;Rp18.917.015,00;Rp18.917.015,00;;CWP;PN -D
72;2002384;2002616;;"DIAPRAGM PUMP 1-1/2""";GRACO;DB3525;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.138.948,00;Rp14.138.948,00;Rp14.138.948,00;;CWP;PN -D
73;231722;231721;;"DIAPRAGM PUMP 1040, 1"" OIL TRANSFER";GRACO;647016;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp12.401.703,00;Rp12.401.703,00;Rp12.401.703,00;;CWP;PN -D
74;231718;231717;;DIAPRAGMA PUMP;ALLMAKES;D51277;DIAPRAGHM PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp10.992.823,00;Rp10.992.823,00;Rp10.992.823,00;;CWP;PN -D
75;1598838;2041796;;FIRE BALL PUMP 50:1 (425);GRACO;205395;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp38.154.949,00;Rp38.154.949,00;Rp38.154.949,00;;CWP;PN -D
76;1598978;233403;;FIRE BALL PUMP 50:1 (325);GRACO;239888;FIRE BALL;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp14.256.253,00;Rp14.256.253,00;Rp14.256.253,00;;CWP;PN -D
77;2002392;2002624;;GREASE PUMP;GRACO;247450;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp45.627.090,00;Rp45.627.090,00;Rp45.627.090,00;;CWP;PN -D
78;231720;231719;;GREASE PUMP;GRACO;247443;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp45.221.840,00;Rp45.221.840,00;Rp45.221.840,00;;CWP;PN -D
79;233405;233404;;GREASE PUMP;GRACO;247457;GREASE PUMP;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp67.200.951,00;Rp67.200.951,00;Rp67.200.951,00;;CWP;PN -D
80;242917;259449;;"LED WORK LAMP; LED WORK LAMP";ALLMAKES;37-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp968.073,00;Rp968.073,00;Rp968.073,00;;CWP;PN -D
81;262816;262816;;16 PCS POWER LED 12V-24V AMBER,;NIGHTBRK;355245A;LED;ASIAREP, PT;JAKARTA;EACH;Rp1.291.580,00;Rp1.291.580,00;Rp1.291.580,00;1;CWP;PN -W
82;2000081;2000081;;LED LAMP;ALLMAKES;MIL-RXP 2060;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.436.095,00;Rp9.436.095,00;Rp9.436.095,00;4;CWP;PN -W
83;1966266;1966266;;LED LAMP;ALLMAKES;AM-PL4X4FA;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;4;CWP;PN -W
84;1969336;1969336;;LED LOADING LAMP, CLEAR/FLOOD;ABL;A500F-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;PN -W
85;1969351;1969351;;LED LOADING LAMP, FLOOD;ABL;LED3000-500-MVF;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp4.011.480,00;Rp4.011.480,00;Rp4.011.480,00;3;CWP;PN -W
86;1967926;1967926;;LED LOADING LAMP, FOG/YELLOW;ABL;A500FOG-5LED;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp2.188.080,00;Rp2.188.080,00;Rp2.188.080,00;3;CWP;PN -W
87;2041200;2041200;;"LED WORK LAMP; 8 LED LAMP, FLUX 1200 LUMEN, 16W,, FLOOD";ABL;C700LED1200-F;LED;CBC INDONESIA, PT;JAKARTA TIMUR;EACH;Rp1.337.160,00;Rp1.337.160,00;Rp1.337.160,00;3;CWP;PN -W
88;233274;233274;;LED REAR COMBINATION LAMP LH;ALLMAKES;AM-AE04-498LH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.804.406,00;Rp1.804.406,00;Rp1.804.406,00;1;CWP;PN -W
89;2061166;2061166;;LED STROBE LAMP AMBER;ALLMAKES;AM-PL4223-AH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;PN -W
90;2011955;2011955;;LED STROBE LAMP BLUE;ALLMAKES;AM-PL4223-BH;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.631.183,00;Rp1.631.183,00;Rp1.631.183,00;4;CWP;PN -W
91;2207645;2207645;;LED STROBE LIGHT BLUE;ECCO;7980B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.245.990,00;Rp1.245.990,00;Rp1.245.990,00;2;CWP;PN -W
92;241806;241806;;LED STROBE LIGHTS;PRIMER;PL4224-BH;LED;INDOPRIMA MANDIRI UTAMA, CV;TANGERANG, BANTEN;EACH;Rp1.139.478,00;Rp1.139.478,00;Rp1.139.478,00;4;CWP;PN -W
93;262815;262815;;LED WORK LAMP WHITE COLO;UTPRT;99-AX01-00;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.587.878,00;Rp1.587.878,00;Rp1.587.878,00;;CWP;PN -W
94;259449;259449;;LED WORK LAMP;ALLMAKES;AM-PL9833;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp5.405.317,00;Rp5.405.317,00;Rp5.405.317,00;4;CWP;PN -W
95;262819;262819;;LED WORK LAMP 8000 LUMENS;ALLMAKES;AM-TP231-WF;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp8.778.152,00;Rp8.778.152,00;Rp8.778.152,00;;CWP;PN -W
96;2276418;2276418;;LED WORK LAMP;ALLMAKES;AM-PL9850;LED;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.671.450,00;Rp1.671.450,00;Rp1.671.450,00;4;CWP;PN -W
97;2059780;2059780;;LIGHT, WARNING BLUE COLOUR;ECCO;6570B;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;PN -W
98;2059764;2059764;;LIGHT, WARNING YELLOW COLOUR;ECCO;6570A;LED;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp1.154.820,00;Rp1.154.820,00;Rp1.154.820,00;2;CWP;PN -W
99;254914;254914;;BACK UP ALARM 12 - 36V;ECCO;630;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp349.490,00;Rp349.490,00;Rp349.490,00;1;CWP;PN -W
100;262823;262823;;BACK UP ALARM  12 TO 24 V DC;ECCO;5596311;ALARM;BERKAT ANUGRAH PERKASA, PT;BALIKPAPAN, KALIMANTAN TIMUR;EACH;Rp277.310,00;Rp277.310,00;Rp277.310,00;1;CWP;PN -W
101;2296564;2296564;;BATTERY DRY 70AH;ALLMAKES;AM-MFN70;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.369.070,00;Rp1.369.070,00;Rp1.369.070,00;;CWP;PN -W
102;2212462;2212462;;BATTERY DRY N170;ALLMAKES;AM-MFN670-18-HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.463.700,00;Rp3.463.700,00;Rp3.463.700,00;;CWP;PN -W
103;231715;231715;;BATTERY MF 100AH;ALLMAKES;AM-MFN100;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.495.492,00;Rp1.495.492,00;Rp1.495.492,00;;CWP;PN -W
104;2036408;2036408;;BATTERY MF 200 ALLMAKES;ALLMAKES;AM-MFN200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp3.621.120,00;Rp3.621.120,00;Rp3.621.120,00;2;CWP;PN -W
105;2062222;2062222;;BATTERY N150;ALLMAKES;AM-MFN150;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.746.800,00;Rp2.746.800,00;Rp2.746.800,00;;CWP;PN -W
106;1969385;1969385;;BATTERY, STORAGE HD 200;ALLMAKES;AM-N200HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.860.932,00;Rp1.860.932,00;Rp1.860.932,00;;CWP;PN -W
107;2002715;2002715;;BATTERY, STORAGE N150;ALLMAKES;AM-N150HD;BATERAI;BINA PERTIWI, PT;BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.459.328,00;Rp1.459.328,00;Rp1.459.328,00;;CWP;PN -W
